Curso,Unidade de execução,Turno,Turma,Inscritos no turno (no 1º semestre é baseado em estimativas),Turnos com capacidade superior à capacidade das características das salas,Turno com inscrições superiores à capacidade das salas,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula,Sala da aula,Lotação,Características reais da sala
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Programação Concorrente e Distribuída,L5096-4TP04,"IB2, IB1",106,1,1,,13:00:00,14:30:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
"LETI, LEI, LIGE",Fundamentos de Arquitectura de Computadores,L0705PL11,ETA1,26,1,1,,14:30:00,16:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,19:30:00,21:00:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LS-PL,Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP02,S-PL-B1,37,0,1,,18:00:00,19:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,14:30:00,16:00:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
LGIL,Gestão Logística,L5037TP01,GILB1,37,0,0,,16:00:00,17:30:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"MCTRL, MS",Sociologia do Trabalho e do Emprego,M7026-1TP01,"MSocA1, MSA1, MCTRLA1",29,0,0,,18:00:00,20:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL","Redes Digitais II - Sistemas, Aplicações e Serviços",L5098-1PL01,ET-PLC1,16,1,0,,18:00:00,19:30:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
226,Fundamentos Base de Empreendedorismo,03013TP02,B,25,0,1,,9:00:00,11:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,16:00:00,17:30:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
LGM,Economia,L0215PL02,GMKA1,40,0,0,,14:30:00,16:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,11:00:00,12:30:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
MGE,Gestão do Marketing (2.º Ciclo - Ch),M9124TP02,MGEA1,30,0,0,,9:30:00,11:00:00,,,,,
CEFORGEP,Sistemas e Tecnologias da Informação - Nível B,STI-NBTP01,CE-FORGEP-01,16,0,0,,18:00:00,21:30:00,,,,,
CEFORGEP,Sistemas e Tecnologias da Informação - Nível B,STI-NBTP01,CE-FORGEP-01,16,0,0,,18:00:00,21:30:00,,,,,
CEFORGEP,Sistemas e Tecnologias da Informação - Nível B,STI-NBTP01,CE-FORGEP-01,16,0,0,,18:00:00,21:30:00,,,,,
CEFORGEP,Sistemas e Tecnologias da Informação - Nível B,STI-NBTP01,CE-FORGEP-01,16,0,0,,18:00:00,21:30:00,,,,,
226,Introdução ao Software de Código Aberto (Iefp),03002TP04,C,21,0,0,,14:00:00,16:00:00,,,,,
226,Introdução ao Software de Código Aberto (Iefp),03002TP04,C,21,0,0,,14:00:00,16:00:00,,,,,
226,Introdução ao Software de Código Aberto (Iefp),03002TP04,C,21,0,0,,14:00:00,16:00:00,,,,,
226,Introdução ao Software de Código Aberto (Iefp),03002TP04,C,21,0,0,,14:00:00,16:00:00,,,,,
ISCTE-IUL,Voluntariado,02253PL01,CI-CT1,65,1,0,,10:00:00,12:00:00,,,,,
ISCTE-IUL,Voluntariado,02253PL01,CI-CT1,65,1,0,,10:00:00,12:00:00,,,,,
ISCTE-IUL,Voluntariado,02253PL01,CI-CT1,65,1,0,,10:00:00,12:00:00,,,,,
ISCTE-IUL,Voluntariado,02253PL01,CI-CT1,65,1,0,,10:00:00,12:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,13:00:00,14:30:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
LGRH,Direito do Trabalho,L0303TP01,"GRHA2, GRHA1",63,0,1,,14:30:00,16:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
MS,Família e Gerações,00029TP01,"MSocA1, MSA1",8,0,0,,18:00:00,20:00:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
LG,Estratégia Empresarial,EETP04,GC2,44,0,1,,11:00:00,12:30:00,,,,,
